EventName,SessionName,Track,Category,Level,Selected
PASS Summit 2014,Building Hybrid BI Solutions with Power BI,BI Information Delivery,General Session (75 minutes),200,1
PASS Summit 2014,Deep Dive into Analysis Services Security,"BI Platform Architecture, Development & Administration",General Session (75 minutes),400,1
PASS Summit 2014,Scaling Analysis Services in Windows Azure,Cloud Application Development & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,A New Method for Effective Database Design,Application & Database Development,Pre-Conference Session (full day),200,0
PASS Summit 2014,"T-SQL User-Defined Functions, or: Bad Performance Made Easy",Application & Database Development,General Session (75 minutes),300,1
PASS Summit 2014,Now Where Did THAT Estimate Come From?,Application & Database Development,General Session (75 minutes),500,0
PASS Summit 2014,"I've Got A SQL Database, Now What",Enterprise Database Administration & Deployment,General Session (75 minutes),100,0
PASS Summit 2014,Optimizing SQL Server Performance in a Virtual Environment,Enterprise Database Administration & Deployment,General Session (75 minutes),300,1
PASS Summit 2014,SQL Server 2014 and Azure Integration,Enterprise Database Administration & Deployment,General Session (75 minutes),200,1
PASS Summit 2014,SQL Server's In Memory Database Objects,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Table Indexing for the .NET Developer,Application & Database Development,General Session (75 minutes),100,0
PASS Summit 2014,Real Time Data Integration (in the Cloud or not),Cloud Application Development & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,Schemaless Design,Application & Database Development,General Session (75 minutes),300,0
PASS Summit 2014,How NOT Get That Job You Wanted,Professional Development,General Session (75 minutes),100,0
PASS Summit 2014,DBA Support for SharePoint,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Oracle Crash Course for the SQL Professional,Enterprise Database Administration & Deployment,General Session (75 minutes),400,0
PASS Summit 2014,MDX: Beyond the Basics,"BI Platform Architecture, Development & Administration",General Session (75 minutes),400,0
PASS Summit 2014,SSIS 2012: Building a ETL Model for Data Warehousing,"BI Platform Architecture, Development & Administration",Half-Day Session (3 hours),300,0
PASS Summit 2014,Intro to SQL Server Encryption,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,"ETL for the masses with Power Query and ""M""",BI Information Delivery,General Session (75 minutes),300,0
PASS Summit 2014,DBAs are from Mars and SharePoint admins from Venus,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,"Dynamic SQL: Build Fast, Flexible Queries",Application & Database Development,General Session (75 minutes),300,1
PASS Summit 2014,Watch Brent Tune Queries,Application & Database Development,Half-Day Session (3 hours),300,0
PASS Summit 2014,Developers: Who Needs a DBA?,Enterprise Database Administration & Deployment,General Session (75 minutes),100,1
PASS Summit 2014,"Cool Story, Bro: The DBAreactions Guide to SQL Server 2014",Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,SQL Server DR in Microsoft Azure: Building Your Second Data Center (Part 1),Enterprise Database Administration & Deployment,Half-Day Session (3 hours),300,1
PASS Summit 2014,Hybrid Cloud Scenarios with SQL Server,Cloud Application Development & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,SQL Server Storage vNext: Welcome to the Future,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,"1, 2, 3, … wait… 1, 2, 3, … many… SQL Servers",Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Your backups high and dry!,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,T-SQL Window Function Performance,Application & Database Development,General Session (75 minutes),300,0
PASS Summit 2014,Effective Reporting through SSRS Advanced Authoring Features ,BI Information Delivery,General Session (75 minutes),300,1
PASS Summit 2013,"Effective Index Partitioning, Compression Strategy",Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,XML In Out and All Around SQL Server Relational Database,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Maximizing Plan Reuse,Application & Database Development,Spotlight Session (90 minutes),400,1
PASS Summit 2013,Policy-Based Management and Central Management Server,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,1
PASS Summit 2013,"Natural Born Killers, performance issues to avoid",Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,I got 99 problems but my backups aint one,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,"The Day After Tomorrow, why you need to baseline",Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Evolution of Monitoring SSAS (with Extended Events),"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,The Spectrum of High-Availability SQL Server Solutions,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,"Locks, Blocks, and Deadlocks Oh My!",Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Understanding the SQL Server Transaction Log,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Microsoft Business Intelligence End-User Tools 360°,BI Information Delivery,Regular Session (75 minutes),100,0
PASS Summit 2013,Periodic Table of DMVs: Part 2012 - The SQL,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,1
PASS Summit 2013,A DBAs Guide to Maintaining HIPAA in SQL Server,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Beyond Consolidation - A Cloud on the Horizon,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Mouth Wide Shut: Interviews from the Other Side of the Table,Professional Development,Regular Session (75 minutes),100,1
PASS Summit 2013,Are You Cut Out for a Consulting Career?,Professional Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Enterprise Development with SSDT,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Networking to Build Your Professional Contacts,Professional Development,Pre-Conference Session (full day),300,0
PASS Summit 2013,13 Common Mistakes and Missteps in SQL Administration ,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Building Data Warehouse with SQL Server 2012,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Storage Engine and MDF File Internals Deep Dive,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),500,0
PASS Summit 2013,Agile Self Service BI meets Enterprise Data Warehouse,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Programming Analytical Applications in Excel with VBA,BI Information Delivery,Regular Session (75 minutes),300,0
PASS Summit 2013,Building Your First AlwaysOn Failover Cluster Instance,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Convince Me – Persuasion Techniques That Get Things Done,Professional Development,Regular Session (75 minutes),200,1
PASS Summit 2013,10 Query Tuning Techniques Every SQL Programmer Should Know,Application & Database Development,Spotlight Session (90 minutes),100,1
PASS Summit 2013,SQL Server Database Projects in SQL Server 2012 Data Tools,Application & Database Development,Regular Session (75 minutes),200,1
PASS Summit 2013,Deep Dive into the SSIS 2012 Catalog,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Prove Yourself More Valuable: Get Certified,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Geospatial Analytics Using Microsoft BI,BI Information Delivery,Regular Session (75 minutes),100,1
PASS Summit 2013,Database Design Disasters: Common Mistakes Found in the Wild,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Automating in the Cloud,Cloud Application Development & Deployment,Regular Session (75 minutes),200,1
PASS Summit 2013,SharePoint for Business Intelligence,BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,Building a SQL Server for Optimal Performance,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,INSTALL AND USE POWER VIEW FOR CUBES–MULTIDIMENSIONAL MODEL,BI Information Delivery,Regular Session (75 minutes),100,0
PASS Summit 2013,Dashboard Reporting with SharePoint,BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,The New Hotness: SQL Server 2012 and SharePoint 2013,BI Information Delivery,Regular Session (75 minutes),200,1
PASS Summit 2014,Rendering Geographic and Geometric Data in SSRS,BI Information Delivery,General Session (75 minutes),200,0
PASS Summit 2014,"Tuples, Sets, and Members: Understanding the Basics of MDX","BI Platform Architecture, Development & Administration",General Session (75 minutes),300,1
PASS Summit 2014,Getting Started Reading Execution Plans,Application & Database Development,General Session (75 minutes),200,1
PASS Summit 2014,Backup Protection Using SQL Server 2014 and Windows Azure,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Business modeling for database design,Application & Database Development,Pre-Conference Session (full day),300,0
PASS Summit 2014,"The Costly Illusion: Normalization, Integrity and Performance",Application & Database Development,Pre-Conference Session (full day),300,0
PASS Summit 2014,"SQL, NoSQL and Data Fundamentals",Application & Database Development,Half-Day Session (3 hours),300,0
PASS Summit 2014,The Last NULL in the Coffin,Application & Database Development,General Session (75 minutes),300,0
PASS Summit 2014,Location Location Location Preparing and Presenting Spatial Data,BI Information Delivery,General Session (75 minutes),200,0
PASS Summit 2014,Introduction to T-SQL Window Functions,Application & Database Development,General Session (75 minutes),200,0
PASS Summit 2014,Managing High Level IT Employees: Keeping geniuses happy.,Professional Development,General Session (75 minutes),100,0
PASS Summit 2014,Poor Man's Dashboard:  Modular Dashboard Design in SSRS,BI Information Delivery,General Session (75 minutes),300,1
PASS Summit 2014,What every SQL Server DBA needs to know about Oracle 12c,Enterprise Database Administration & Deployment,General Session (75 minutes),100,0
PASS Summit 2014,Indexing 101 - What is an Index?,Application & Database Development,General Session (75 minutes),100,0
PASS Summit 2014,Rethinking the Data Warehouse: OData Feeds and Self Service BI,BI Information Delivery,General Session (75 minutes),100,0
PASS Summit 2014,Indexing Fundamentals,Application & Database Development,General Session (75 minutes),200,0
PASS Summit 2014,Choose Your Mapping Adventure: Visualizing Your Geospatial Data,BI Information Delivery,General Session (75 minutes),200,1
PASS Summit 2014,Don't Miss Out On Excel Cube Functions,BI Information Delivery,General Session (75 minutes),200,0
PASS Summit 2014,SSIS Logging Reconsidered,"BI Platform Architecture, Development & Administration",General Session (75 minutes),200,0
PASS Summit 2014,Excel as a front end reporting tool,BI Information Delivery,General Session (75 minutes),200,0
PASS Summit 2014,Execution Plans Introduction,Application & Database Development,General Session (75 minutes),100,0
PASS Summit 2014,World's Worst Performance Tuning Techniques,Application & Database Development,General Session (75 minutes),300,1
PASS Summit 2014,Duct Tape for Queries: When to Use Plan Guides ,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,Real World Performance Tuning Examples,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,The Spy Who Loathed Me - An Intro to SQL Security,Enterprise Database Administration & Deployment,General Session (75 minutes),100,0
PASS Summit 2014,Did You Vote Today? A DBA's Guide to Cluster Quorum,Enterprise Database Administration & Deployment,General Session (75 minutes),300,1
PASS Summit 2014,The A to Z of Availability Groups,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),300,1
PASS Summit 2014,A Guided Tour of Clustering for DBAs,Enterprise Database Administration & Deployment,Half-Day Session (3 hours),100,0
PASS Summit 2014,What airline to fly home?? A Big data perdicitve analytics view,"BI Platform Architecture, Development & Administration",General Session (75 minutes),200,0
PASS Summit 2014,Virtualizing SQL Server: Doing IT Right,Enterprise Database Administration & Deployment,General Session (75 minutes),400,0
PASS Summit 2014,Automate Your SSIS Design Patterns For Faster Development,"BI Platform Architecture, Development & Administration",General Session (75 minutes),300,0
PASS Summit 2014,Are You Optimistic About Concurrency?,Application & Database Development,General Session (75 minutes),300,1
PASS Summit 2014,Real-time Data Warehouse and Reporting Solutions,"BI Platform Architecture, Development & Administration",General Session (75 minutes),200,0
PASS Summit 2014,Resource Governor - Deep Dive,Enterprise Database Administration & Deployment,Half-Day Session (3 hours),300,0
PASS Summit 2014,Advanced Denali Reporting Techniques & Managing Reports,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),300,0
PASS Summit 2014,SQL Server Security Easy Button,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Temporal Data in SQL Server,Application & Database Development,General Session (75 minutes),500,1
PASS Summit 2014,Optimizing Temporal Queries,Application & Database Development,General Session (75 minutes),500,0
PASS Summit 2014,Identity Mapping and De-Duplicating ,"BI Platform Architecture, Development & Administration",General Session (75 minutes),500,1
PASS Summit 2014,Advanced Data Modeling Topics,Application & Database Development,Pre-Conference Session (full day),400,0
PASS Summit 2014,Partitioning availability - SQL Server 2014 Style,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Business Intelligence & Datawarehousing Demystified,Professional Development,Lightning Talk (10 minutes),100,0
PASS Summit 2014,Clustered Columnstore & Batch Mode in Action,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),300,0
PASS Summit 2014,Introduction to Big Data,"BI Platform Architecture, Development & Administration",General Session (75 minutes),100,0
PASS Summit 2014,Monitoring and collecting metrics data,Enterprise Database Administration & Deployment,General Session (75 minutes),100,0
PASS Summit 2014,SAP HANAs Big Data Scenario solved in Power BI,"BI Platform Architecture, Development & Administration",General Session (75 minutes),200,0
PASS Summit 2014,What exactly is Business Intelligence?,"BI Platform Architecture, Development & Administration",General Session (75 minutes),100,0
PASS Summit 2014,Best Practices to Deliver BI Solutions,"BI Platform Architecture, Development & Administration",General Session (75 minutes),100,0
PASS Summit 2014,Compliance Monitoring Made Easy With Policy-Based Management,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2013,You're Doing It Wrong - Common Mistakes,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,PowerPivot + Power View = Self-Service BI Revolution,BI Information Delivery,Regular Session (75 minutes),100,1
PASS Summit 2013,Building Your T-SQL Tool Kit: Window Function Fundamentals,Application & Database Development,Regular Session (75 minutes),200,1
PASS Summit 2013,T-SQL Fundamentals: Logical Processing Order,Application & Database Development,Regular Session (75 minutes),100,1
PASS Summit 2013,Capacity Planning: It's About Data,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Data Cleansing in SSIS,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,1
PASS Summit 2013,Selectively aggregate on dimension members - HOLAP/MOLAP approach,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Make Your SSIS Packages Run Faster: 10 Quick Tips,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,1
PASS Summit 2013,Pardise By The Dashboard: bus info to drive by,BI Information Delivery,Spotlight Session (90 minutes),300,0
PASS Summit 2013,SMO Internals for High Performance Automations,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,SQL Server Database Encryption (TDE),Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,"NY, London, Paris, Munich… Everybody's talkin’ ‘bout Mobile BI",BI Information Delivery,Regular Session (75 minutes),200,1
PASS Summit 2013,Writing Custom Assemblies to Enhance SSRS Reports,BI Information Delivery,Spotlight Session (90 minutes),400,0
PASS Summit 2013,Little Red Riding SQL and the Big Bad Null Value,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Thriving as a DBA in the World of Cloud and On-Premise Data,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),200,1
PASS Summit 2013,The One Thing Every DBA Should Have - the Run Book,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Dashboard Palooza with Performance Point Services,BI Information Delivery,Pre-Conference Session (full day),200,0
PASS Summit 2013,7 Quick T-SQL Scripts that will save you time,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,How to use partitioning on a table with a columnstore index,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Enterprise Analytics using SSAS - An MDX Primer++,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2014,Comparison of High Availability Options,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Event Notifications: track your changes in 9 minutes,Enterprise Database Administration & Deployment,Lightning Talk (10 minutes),200,0
PASS Summit 2014,I know what you did last summer... on my database! ,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Cross platform heterogeneous replication with GoldenGate,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,Ye Olde Cluster Curiosity Shoppe - A Miscellany of top tips,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,When Scripting Worlds Collide: PHP + SQL Server,Application & Database Development,General Session (75 minutes),200,0
PASS Summit 2014,Writing Faster Queries Using SQL Server 2014,Application & Database Development,General Session (75 minutes),200,1
PASS Summit 2014,Working with Extended Events in SQL Server,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,Structured Ad Hoc Reporting-Case Study of an Oxymoronic Reality,BI Information Delivery,General Session (75 minutes),300,0
PASS Summit 2014,Continuous Delivery for Data Warehouses and Marts,"BI Platform Architecture, Development & Administration",General Session (75 minutes),300,1
PASS Summit 2014,Self-Service Data Extraction with Power Query,BI Information Delivery,General Session (75 minutes),200,0
PASS Summit 2014,Real World Lessons about Starting a Consulting Company,Professional Development,General Session (75 minutes),100,1
PASS Summit 2014,Creating an End-to-End Power View Reporting Solution,BI Information Delivery,General Session (75 minutes),300,1
PASS Summit 2014,Choosing the Right Analysis Services: MOLAP vs. Tabular,"BI Platform Architecture, Development & Administration",General Session (75 minutes),200,0
PASS Summit 2014,Speeding Up By Slimming Down With Data Compression,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Mastering T-SQL Querying Fundamentals,Application & Database Development,Pre-Conference Session (full day),200,1
PASS Summit 2014,No More Silos – How to Translate for Other Business Units,Professional Development,General Session (75 minutes),100,0
PASS Summit 2014,Using Virtualization to Boost SQL Server Performance,Enterprise Database Administration & Deployment,Lightning Talk (10 minutes),300,0
PASS Summit 2014,The Use Cases for In-Memory OLTP ,Enterprise Database Administration & Deployment,General Session (75 minutes),200,1
PASS Summit 2014,These Trace Flags are Must Flags,Enterprise Database Administration & Deployment,Lightning Talk (10 minutes),100,0
PASS Summit 2014,Managing Log File Obesity,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Exposing the Core:  Introduction to SQL Server on Server Core,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Power-up Your Restores!,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,Deliver Better Presentations! The Next Level!,Professional Development,General Session (75 minutes),100,0
PASS Summit 2014,Load Testing Analysis Services,"BI Platform Architecture, Development & Administration",General Session (75 minutes),400,1
PASS Summit 2014,Optimsing Cube Processing,"BI Platform Architecture, Development & Administration",General Session (75 minutes),300,0
PASS Summit 2014,Building a Better Workstation,Application & Database Development,General Session (75 minutes),100,0
PASS Summit 2014,Real World End-to-End Performance Solutions,Application & Database Development,Pre-Conference Session (full day),300,1
PASS Summit 2014,SQL Server 2014 Cardinality Estimation,Application & Database Development,General Session (75 minutes),300,0
PASS Summit 2014,Integrating SQL Server with Hadoop,"BI Platform Architecture, Development & Administration",General Session (75 minutes),100,0
PASS Summit 2014,Improving Power Pivot Data Models for Power BI ,BI Information Delivery,General Session (75 minutes),300,0
PASS Summit 2014,Power Query in Modern Corporate BI  ,BI Information Delivery,General Session (75 minutes),300,0
PASS Summit 2014,DAX for Smarties ,"BI Platform Architecture, Development & Administration",General Session (75 minutes),300,0
PASS Summit 2014,Data Modeling in SSAS Tabular,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),300,1
PASS Summit 2014,Deeper Data Insight and Prediction with Data Mining,BI Information Delivery,General Session (75 minutes),200,1
PASS Summit 2014,ETL Architecture for Solving Data Warehouse Challenges,"BI Platform Architecture, Development & Administration",Half-Day Session (3 hours),400,0
PASS Summit 2014,Top Five Power Query M Functions that You Don't Know,BI Information Delivery,General Session (75 minutes),300,1
PASS Summit 2014,Replication vs. Always-On: Scalability using SQL Server 2014,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2014,Data at Rest: SQL Server Encryption,Enterprise Database Administration & Deployment,General Session (75 minutes),100,0
PASS Summit 2014,When Average Assumptions Meet Atypical Workloads,Application & Database Development,General Session (75 minutes),300,0
PASS Summit 2014,Secrets of SQL Server: Database Worst Practices,Application & Database Development,General Session (75 minutes),100,1
PASS Summit 2014,Hiring the Right People: Interviewing and Selecting the Right Team,Professional Development,General Session (75 minutes),200,1
PASS Summit 2014,Kindergarten: SQL Server Wait Stats for Performance,Application & Database Development,General Session (75 minutes),100,0
PASS Summit 2014,Introduction to Business Intelligence,BI Information Delivery,General Session (75 minutes),100,0
PASS Summit 2014,Increasing Business and IT collaboration with SQL Server,Professional Development,General Session (75 minutes),200,0
PASS Summit 2014,Database Development using SQL Server Data Tools,Application & Database Development,General Session (75 minutes),200,0
PASS Summit 2014,Internals of Resource Governor - Level 2,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,Windows Azure: An Unexpected Journey,Application & Database Development,General Session (75 minutes),400,1
PASS Summit 2014,Centralized Maintenance with Multi-Server Administration ,Enterprise Database Administration & Deployment,Lightning Talk (10 minutes),100,0
PASS Summit 2014,Automate Enterprise database administration with CMS and scripts,Enterprise Database Administration & Deployment,General Session (75 minutes),300,0
PASS Summit 2014,Business Intelligence Toolkit: Hands On Microsoft Power BI & R,BI Information Delivery,Pre-Conference Session (full day),300,0
PASS Summit 2014,A Medley of Big Data Tools,"BI Platform Architecture, Development & Administration",General Session (75 minutes),200,0
PASS Summit 2014,So you have a performance issue.  What now?,Enterprise Database Administration & Deployment,General Session (75 minutes),100,0
PASS Summit 2014,The Significance of Choosing the Right Data Types,Application & Database Development,General Session (75 minutes),200,1
PASS Summit 2014,Performance Troubleshooting Using Waits and Latches,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),400,1
PASS Summit 2014,Advanced Query Tuning Techniques,Application & Database Development,General Session (75 minutes),400,0
PASS Summit 2014,B-Tree Indexes Inside-Out,Application & Database Development,General Session (75 minutes),500,0
PASS Summit 2014,Locking Internals Deep Dive (Part 1),Enterprise Database Administration & Deployment,Half-Day Session (3 hours),500,1
PASS Summit 2014,SQL Server 2014: A First Look at What’s New!,Enterprise Database Administration & Deployment,General Session (75 minutes),200,0
PASS Summit 2013,Thwarting Database Defects,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,SQL Server XML 101,Application & Database Development,Regular Session (75 minutes),100,1
PASS Summit 2013,The Agile DBA: Managing your To-Do List,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Advanced MDX - Strategies for Optimizing Performance,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),400,0
PASS Summit 2013,Lessons Learned: Hurricane Sandy,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,"Waits, Latches, and Spinlocks: Internals and Analysis",Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),500,1
PASS Summit 2013,Keeping an Eye on Your Data with Change Data Capture ,Application & Database Development,Regular Session (75 minutes),200,1
PASS Summit 2013,Understanding Logging and Recovery,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),300,0
PASS Summit 2013,Best Practice Monitoring with System Center,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Lockdown: Securing Your Services,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Reverse Engineering The Database,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,"Index Fragmentation: Internals, Analysis, and Solutions",Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,1
PASS Summit 2013,"R vs ""M"": Languages for Data Exploration",BI Information Delivery,Regular Session (75 minutes),300,1
PASS Summit 2013,Test 2,Application & Database Development,Regular Session (75 minutes),100,0
PASS Summit 2013,How Active Directory Affects SQL Server,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,1
PASS Summit 2013,Slowly Changing Dimensions- An Integrated Approach,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,The Power to actually Touch BI (Windows 8 as BI Front-end),BI Information Delivery,Regular Session (75 minutes),100,0
PASS Summit 2013,Closed Loop in Enterprise Information Management,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Choosing between Tabular and Multidimensional,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,AlwaysOn Live Deployment,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Information as an Asset - Data Governance in the Real World,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,The Enterprise DBA:Run Your Big Shop like a Starship Captain,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),300,0
PASS Summit 2013,"PowerView & PerformancePoint & Reporting Services, OH MY!",BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,Mastering SSIS from Joe to Pro,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),300,0
PASS Summit 2013,Four Configuration Settings to Make SQL Run Faster on Flash,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Executing SSIS Packages using SQL Server Agent,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,Implementing SSAS 2012: Cubes or Tabular Models?,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Dos and Don’ts of Database Corruption ,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),300,1
PASS Summit 2013,Turning Large Slow Cubes into Large Fast Cubes ,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,"Principals, Permissions, and Problems, Oh My!",Enterprise Database Administration & Deployment,Regular Session (75 minutes),400,0
PASS Summit 2013,CDC you can have your cake and eat it,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Practical Techniques for Implementing Data Level Security,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Data Mining in SQL Server Analysis Services,"BI Platform Architecture, Development & Administration",Spotlight Session (90 minutes),200,1
PASS Summit 2013,Become a friend with all those statistics,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Creating an SSIS template using BIML Script,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Introduction to BIML and BIMLScript,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,From Minutes to Milliseconds: High-Performance SSRS Tuning,BI Information Delivery,Regular Session (75 minutes),300,1
PASS Summit 2013,"Moving Big Data: SSIS, Pig, and Sqoop","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,1
PASS Summit 2013,"So you’ve build your first tabular database, now what?","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,What Hekaton means to you as a DBA,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Building SQL as a Service—What it Really Takes,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Business Benefits of In-Database Analytics with SQL Server,BI Information Delivery,Regular Session (75 minutes),400,0
PASS Summit 2013,Hacking SQL Saturday,Professional Development,Regular Session (75 minutes),200,0
PASS Summit 2013,High-performance Data Warehouses in SQL Server 2012,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,"Private Cloud Better Together: SQL Server, Windows Server, & System Center",Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
